seed,model,after_task,task_id,task_name,host_0,host_1,host_2,host_3,host_4
0,Mutualistic09_latent_only,3,3,6 vs 7,0.5003563165664673,0.4991362392902374,0.00033112074015662074,0.00017601776926312596,2.2433749791161972e-07
0,Mutualistic09_latent_only,4,0,0 vs 1,0.5038164258003235,0.00024182515335269272,0.4725630581378937,0.019301531836390495,0.004077168647199869
0,Mutualistic09_latent_only,4,1,2 vs 3,7.62919944463647e-06,6.598908839805517e-06,0.9991281032562256,0.0008527404861524701,4.900620751868701e-06
0,Mutualistic09_latent_only,4,2,4 vs 5,0.4817202091217041,0.49790894985198975,0.019016437232494354,0.0005718370666727424,0.0007825916400179267
0,Mutualistic09_latent_only,4,3,6 vs 7,0.49879902601242065,0.5010349750518799,3.93978989450261e-05,1.223484559886856e-05,0.00011440629896242172
0,Mutualistic09_latent_only,4,4,8 vs 9,0.00025746889878064394,6.064464105293155e-05,0.995582103729248,0.004040326923131943,5.952357605565339e-05
0,Mutualistic09_route_plus_latent,0,0,0 vs 1,0.476205974817276,0.0008674341952428222,0.5172699093818665,0.005153543781489134,0.0005031290929764509
0,Mutualistic09_route_plus_latent,1,0,0 vs 1,0.48115167021751404,0.0005154545651748776,0.515519380569458,0.0022914032451808453,0.0005220226594246924
0,Mutualistic09_route_plus_latent,1,1,2 vs 3,0.0007676341920159757,0.005279129836708307,0.9930022358894348,0.0008987004403024912,5.219127342570573e-05
0,Mutualistic09_route_plus_latent,2,0,0 vs 1,0.4847624897956848,0.0014734467258676887,0.5127453804016113,0.000807232572697103,0.00021143957565072924
0,Mutualistic09_route_plus_latent,2,1,2 vs 3,6.780224794056267e-05,0.00455692782998085,0.9952716827392578,9.439625137019902e-05,9.176595995086245e-06
0,Mutualistic09_route_plus_latent,2,2,4 vs 5,0.00025188643485307693,0.4989960491657257,0.500697672367096,3.924597331206314e-05,1.511172013124451e-05
0,Mutualistic09_route_plus_latent,3,0,0 vs 1,0.46350058913230896,0.008891254663467407,0.520017683506012,0.005826430860906839,0.0017641095910221338
0,Mutualistic09_route_plus_latent,3,1,2 vs 3,0.0004099450306966901,0.025689540430903435,0.9735698699951172,0.0002745645761024207,5.611839151242748e-05
0,Mutualistic09_route_plus_latent,3,2,4 vs 5,0.00034612600575201213,0.5034337639808655,0.49602043628692627,0.00013787551142740995,6.182096694828942e-05
